"ID","Liceo","Cittadinanza","Scuola Triennale","CDS Triennale","Carriera Triennale","Scuola Magistrale","CDS Magistrale","Carriera Magistrale"
"99608004","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99603013","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596876","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598481","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99598544","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99618607","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595902","Magistrale","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99592033","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99601760","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99592365","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596511","Classica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99601690","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99603690","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99627210","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609378","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99594867","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99595346","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593573","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99620422","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99593869","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99594618","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595997","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595539","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605919","0","GIAPPONESE","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602432","0","FRANCESE","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596669","ESTERA","RUSSA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595024","ESTERA","RUSSA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99609428","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99614961","ESTERA","CINESE","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99587572","0","AUSTRIACA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602540","0","BRASILIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99589284","0","LETTONE","Arc - Urb - Cost","URBANISTICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603268","0","LETTONE","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602700","0","LETTONE","Des","DESIGN DELLA MODA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99588216","0","CECA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595451","0","CILENA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99587793","0","ISRAELIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606038","0","POLACCA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605677","0","POLACCA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610331","0","POLACCA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612715","ESTERA","POLACCA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99587634","0","TURCA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99590475","0","CINESE","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99602223","0","CINESE","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99592944","0","BRASILIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602305","0","BRASILIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99586104","0","REGNO UNITO DI GRAN BRETAGNA ED IRLANDA DEL NORD","Des","DESIGN DELLA MODA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602255","0","SPAGNOLA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604945","0","SPAGNOLA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603248","0","SPAGNOLA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602501","0","SPAGNOLA","Des","DESIGN DELLA COMUNICAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605649","0","LITUANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606904","0","LITUANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99588171","0","PORTOGHESE","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99587649","0","TEDESCA","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604697","0","SPAGNOLA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605348","0","SPAGNOLA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602928","0","SPAGNOLA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604295","0","SPAGNOLA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99588764","0","MESSICANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591124","0","MESSICANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606264","0","MESSICANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99927789","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99606599","0","MESSICANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99602667","0","ARGENTINA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608371","0","MESSICANA","Ing Ind - Inf","INGEGNERIA FISICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596751","ESTERA","MESSICANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595693","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595327","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99660351","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99598758","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99620969","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99601110","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99620803","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608799","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99626865","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99609820","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99661034","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99590572","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593182","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600003","Classica","ITALIANA","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599169","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99658671","TECNICA INDUSTRIALE","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604258","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99657210","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99612366","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607545","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99601260","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604557","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99626097","Tecnica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99613705","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99590288","0","OLANDESE","Arc - Urb - Cost","URBANISTICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99588931","ESTERA","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604681","0","TEDESCA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597438","Scientifica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99819316","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610479","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99607913","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595052","Classica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608941","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99604585","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99607279","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99662802","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99590744","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99606865","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592493","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609670","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99600841","TECNICA INDUSTRIALE","PERUVIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Attiva Triennale","#N/A","#N/A","#N/A"
"99865642","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596838","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595441","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609289","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609576","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610137","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608891","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99593460","TECNICA COMMERCIALE","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595446","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99827370","Classica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99658285","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99603862","0","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603605","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99610579","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597709","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598063","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99605273","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99619604","Classica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595343","ESTERA","CAMERUNESE","Ing Ind - Inf","INGEGNERIA CHIMICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594825","Classica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597391","TECNICA PER GEOMETRA","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99594967","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596481","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99597581","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99594044","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608452","TECNICA COMMERCIALE","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99608402","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609367","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608661","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99604823","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608587","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99605597","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609178","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608103","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609608","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607326","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610896","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99662649","TECNICA PER GEOMETRA","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607923","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99624700","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99610629","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606484","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602811","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598408","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99596540","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599214","Artistica","ITALIANA","Arc - Urb - Cost","URBANISTICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598612","Artistica","ITALIANA","Arc - Urb - Cost","URBANISTICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599606","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99599186","Artistica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99800574","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99592897","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606776","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99592811","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99597802","TECNICA INDUSTRIALE","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Attiva Triennale","#N/A","#N/A","#N/A"
"99594810","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99594811","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99608097","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596777","Classica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99601024","ESTERA","IRANIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597738","Classica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99661440","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99594642","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592898","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594708","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594263","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99596435","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99594971","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598615","TECNICA PER GEOMETRA","CINGALESE","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99606888","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99620911","Professionale","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99596297","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99601316","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597339","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599509","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99618229","Professionale","INDIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Attiva Triennale","#N/A","#N/A","#N/A"
